Location,Type,Category,Description,Price,Date,Rooms,Surface,PC1,PC2,PC3
Cite Bhar Lazre,Vente,App. 2 pièc,Appartement s2 à bha,100000,19/12/2024,1,100,-0.5771441470342269,0.1761695382508037,-0.4356143168926857
El Manar 1,Vente,App. 3 pièc,Manar 1 s3 de 90m2 proch,234000,19/12/2024,2,90,0.06610085732554964,0.340033657549267,0.12565708381851298
Cite Ennasr 2,Location,App. 5 pièc,Ennasr 2 joli appt s3 bi,1450,19/12/2024,4,150,1.088304149850425,-0.4341567553353855,1.2770598549528218
El Aouina,Vente,App. 4 pièc,L'aouina joli appt s2 bi,290000,19/12/2024,3,100,0.6835727429361937,0.32231312401392936,0.6752354020829088
Cite Ennasr 2,Location,App. 2 pièc,S1 état presque neuf,1200,19/12/2024,1,80,-0.7025200171147556,0.00557943055488175,-0.3530021649606269
El Menzah 8,Location,App. 5 pièc,Spacieux s4,1400,19/12/2024,4,225,1.2416748741296082,-0.5325567333438274,1.1159015091768412
Cite Ennasr 1,Location,App. 5 pièc,S4 étage de villa habita,1250,19/12/2024,4,225,1.2415466368653296,-0.5328555241474442,1.1159616780706352
Bou Mhel,Location,App. 2 pièc,Étage de villa s2 a boumhel b,900,19/12/2024,1,100,-0.6618662329675946,-0.02123158600539272,-0.3958627343927487
Cite Ennasr 2,Location,App. 2 pièc,S1 meublé courte durée h,560,19/12/2024,1,73,-0.7173857533121788,0.013479292026347458,-0.33770212682020717
Cite Ennasr 2,Location,App. 3 pièc,S2 pour usage bureau,1200,19/12/2024,2,121,-0.06951247588741032,-0.16432049384129163,0.1524188007963312
El Manar 2,Location,App. 4 pièc,Bureau 4 pièces,1400,19/12/2024,3,160,0.5595750224914012,-0.33120068700400507,0.662057632083535
Cite Ennasr 2,Vente,App. 1 pièc,S3 ennaser 2 ref154a,400000,19/12/2024,0,124,-0.8207188190083712,0.858457406283287,-1.2010610187018051
Jardins d'el Me,Vente,App. 1 pièc,S2 jardin menzah 2 ref15,330000,19/12/2024,0,114,-0.9010180050095575,0.7321284154052792,-1.1514917479880593
Cite Ennasr 2,Location,App. 5 pièc,S4 à usage habitation ou,1400,19/12/2024,4,225,1.2416748741296082,-0.5325567333438274,1.1159015091768412
Cite Oplympique,Vente,App. 1 pièc,Appart s3 cité olympique,304000,19/12/2024,0,160,-0.8291522025303562,0.6200471090530321,-1.2399185596690896
Sidi Daoud,Location,App. 2 pièc,Coquette appartement s1 vide,1250,19/12/2024,1,110,-0.641111883346419,-0.033641124940140446,-0.41749358208812315
El Manar 2,Location,App. 3 pièc,S2 meublé de haut standi,1400,19/12/2024,2,121,-0.06934149286837223,-0.16392210610313582,0.15233857560460579
Cite Ennasr 2,Location,App. 4 pièc,S3 pour courte durée,150,19/12/2024,3,160,0.5585063786224133,-0.3336906103674788,0.6625590395318187
Cite Ennasr 2,Location,App. 4 pièc,S3 richement meublé de t,2800,19/12/2024,3,160,0.5607719036246678,-0.32841197283691453,0.6614960557414571
La Soukra,Vente,App. 4 pièc,Appt haut standing,355000,19/12/2024,3,144,0.8291447932101489,0.394119582017873,0.5546042188887912
El Menzah 9,Location,Maisons,Villa s6 à usage commerc,3000,19/12/2024,6,940,3.8038675078230804,-1.6988246964946683,0.7657559256531352
Hammam El Gheza,Vente,App. 3 pièc,Villa avec studio a keli,150000,19/12/2024,2,220,0.2602046707217243,0.0023234803290680317,-0.1200242325849324
Sousse Corniche,Vente,App. 4 pièc,Bord de mer vue mer,370000,19/12/2024,3,190,0.9360621145921563,0.3637077619875639,0.4497312429040532
El Aouina,Vente,App. 3 pièc,Un s2 à cité palmeraies,280000,19/12/2024,2,116,0.1586102879827411,0.39758537188614684,0.051330110336047494
Ain Zaghouan,Location,App. 2 pièc,Appartement s1 à ain zag,1000,19/12/2024,1,60,-0.7436012588095118,0.03139447776976674,-0.3099410325491916
Kelibia,Vente,App. 3 pièc,Appartement  avec vue im,280000,19/12/2024,2,125,0.17701990438681423,0.3857893261572785,0.03198870208717802
El Aouina,Location,App. 2 pièc,Appt s plus 2 meublée a,1900,19/12/2024,1,120,-0.6201010591966861,-0.04545308226765453,-0.43924476757108566
Jardins de Cart,Location,App. 1 pièc,appartement au jardin d,3200,19/12/2024,0,250,-0.9022144991228944,-0.09708850642196713,-1.3126739538027787
El Mourouj,Vente,App. 2 pièc,Bel appartement mrj 5,90000,19/12/2024,1,74,-0.6388766342645643,0.19032761678196697,-0.3757278779207927
El Aouina,Vente,App. 3 pièc,Un appartement s2 à cité,430000,19/12/2024,2,100,0.2541193453207253,0.7173469234654256,0.025545942317763505
El Mourouj 2,Vente,App. 4 pièc,Appartement mourouj 2,110000,19/12/2024,3,90,0.5092328964640643,-0.023129122849765715,0.7689285282456261
El Mourouj,Location,App. 1 pièc,Studio mrj3,250,19/12/2024,0,178,-1.052013429886291,-0.008596359728818302,-1.1567593662338735
Hammamet,Location,App. 3 pièc,Appartement fakher 1 ref,1350,19/12/2024,2,100,-0.11234001023263572,-0.13649759633698194,0.19748858448323253
La Soukra,Vente,App. 3 pièc,New appartement,325000,19/12/2024,2,165,0.297311601021818,0.4229996973362508,-0.07202378049045736
La Soukra,Location,App. 3 pièc,Appartement s2 à la souk,1600,19/12/2024,2,100,-0.11212628145883811,-0.1359996116642872,0.1973883029935758
Gammart,Location,App. 4 pièc,Maison avec tres grand j,4450,19/12/2024,3,255,0.7565062422413927,-0.4496390900240729,0.45667488861610045
Marsa Safsaf,Location,App. 3 pièc,Appartement tout neuf vu,3600,19/12/2024,2,100,-0.11041645126845732,-0.13201573428272925,0.19658605107632177
Gammart,Location,App. 4 pièc,Appartement haut standin,4950,19/12/2024,3,190,0.6239753590929041,-0.3634494570813009,0.5961622741008442
Sidi Frej,Vente,App. 3 pièc,Apparetment au premier e,315000,19/12/2024,2,110,0.17625923871168936,0.4751672565493232,0.05018497395001502
El Menzah 5,Location,Maisons,Villa s4 plain pied avec,2500,19/12/2024,4,600,2.0096826309040314,-1.021867506153485,0.30956826025279066
Ariana,Location,App. 3 pièc,Appartement s2 côté esprit,850,19/12/2024,2,85,-0.14345016178701947,-0.11783348946759084,0.22992482787732846
El Aouina,Vente,App. 3 pièc,Un s2 à l'aouina,370000,19/12/2024,2,120,0.24373469828501987,0.5716171670656462,0.00663259261567437
Cite El Khalil,Location,App. 3 pièc,Eatge de villa a la marsa,1000,19/12/2024,2,200,0.091912062862638,-0.26826194964395844,-0.017275557529797578
Hammamet,Vente,App. 3 pièc,Villa hamammet nord 750,750000,19/12/2024,2,200,0.7322434691602406,1.2237001297494938,-0.31771890054143015
Bou Mhel,Location,App. 3 pièc,Bureau haut standing s3 à bou,950,19/12/2024,2,120,-0.0717717175949938,-0.1635078067663343,0.15466812764697344
Bou Mhel,Location,App. 3 pièc,Étage de villa s3 à boumhel,1400,19/12/2024,2,130,-0.05093187646429909,-0.17571815183200415,0.1329971673557363
El Manar 2,Location,App. 3 pièc,Offre s3 manar 3 1550dt,1550,19/12/2024,2,100,-0.11216902721359763,-0.13609920859882615,0.19740835929150713
Cite Ennasr 2,Location,App. 4 pièc,Appart a ennasr 2,1200,19/12/2024,3,105,0.44690082811413845,-0.2595121286212988,0.7803353521294626
Kelibia,Vente,App. 2 pièc,Appartement au deuxieme,235000,19/12/2024,1,95,-0.47195817385245364,0.4516346202442255,-0.479021094502405
Ain Zaghouan,Vente,App. 4 pièc,U s3 à ain zaghouan nord,750000,19/12/2024,3,172,1.2241106179563586,1.144236555941311,0.33598619512352723
Berge Du Lac,Location,App. 5 pièc,Appartement s4 au lac 2,3500,19/12/2024,4,230,1.2536977604984374,-0.5349270208314517,1.1043139178587968
Berge Du Lac,Location,App. 2 pièc,Bureau 2 pieces au lac 2,2600,19/12/2024,1,108,-0.6440487738354838,-0.02833066421228479,-0.4137370114102986
Jardins de Cart,Location,App. 1 pièc,Bureau neuf open space a,254,19/12/2024,0,5800,10.44786370351844,-7.377184957273816,-13.238693990198165
Hergla,Vente,App. 4 pièc,Appartement s3 neuf proc,660000,19/12/2024,3,200,1.2044426215352289,0.9282632648369464,0.3119142612923645
Hergla,Vente,App. 3 pièc,Appartement s2 neuf et p,500000,19/12/2024,2,120,0.35487366065977066,0.830569196866913,-0.0455137820058373
Hedi Chaker,Location,App. 2 pièc,Meublee studio cote lafayette,900,19/12/2024,1,73,-0.717095082179814,0.014156551181212314,-0.3378385096461404
Ain Zaghouan,Location,App. 1 pièc,Studio avec jardins burea,800,19/12/2024,0,60,-1.292913752770673,0.14715847277405075,-0.9033926329148296
Cite Ennasr 2,Location,App. 1 pièc,Particulier l s1 meublé,1200,19/12/2024,0,75,-1.2618890927258084,0.12829517203558172,-0.935788763713063
El Aouina,Location,App. 1 pièc,S plus 1 meuble el wahat aoui,1350,19/12/2024,0,70,-1.2719884201304592,0.1351473215774588,-0.9251037058019295
El Aouina,Location,App. 2 pièc,S2 meublé pour étranger,1250,19/12/2024,1,104,-0.6533849609491343,-0.025777094454228194,-0.40459930992221016
El Aouina,Location,App. 5 pièc,Particulier l s4 meublé,2200,19/12/2024,4,209,1.209630599265186,-0.5099924344287716,1.1499653341857075
El Menzah 7,Vente,App. 3 pièc,S2 212 md menzah 7,212000,19/12/2024,2,90,0.04729272523136104,0.29621100635212955,0.13448185490830725
El Menzah 7,Vente,App. 4 pièc,S3 290 md menzah 7,290000,19/12/2024,3,115,0.7142554369429823,0.3026530477991488,0.6429997216681264
El Manar 1,Vente,App. 4 pièc,S4 à manar 1,280000,19/12/2024,3,100,0.6750235919842899,0.30239373710613965,0.6792466616691789
El Aouina,Vente,App. 4 pièc,Appartement s3 à cit,270000,19/12/2024,3,98,0.6623834151648141,0.285095693693654,0.68755601197742
Riadh Landlous,Vente,App. 1 pièc,S2 haut standing riadh l,330000,19/12/2024,0,129,-0.8703353110027691,0.7124683391904987,-1.1837274284028416
Cite Ennasr 2,Vente,App. 1 pièc,Appart s2 ennaser 2 ref3,310000,19/12/2024,0,130,-0.885388099972791,0.671318893627267,-1.177853954591287
Hedi Chaker,Location,App. 2 pièc,A lafayette semi meublee stud,900,19/12/2024,1,75,-0.7130040563122422,0.01153520768590824,-0.34213660036811133
Ezzahra,Vente,App. 3 pièc,Réf 90v coquette appartement,180000,19/12/2024,2,90,0.019935442185268527,0.2324689682472023,0.14731788558437167
El Menzah 8,Location,App. 4 pièc,Appartement s plus 3,1300,19/12/2024,3,130,0.4981241429683051,-0.2920797284435218,0.7265691055089625
Riadh Landlous,Vente,App. 2 pièc,S1 appart riadh landalou,169000,19/12/2024,1,59,-0.602021035751312,0.36735084956828656,-0.3751811482375443
Gammart,Vente,App. 3 pièc,Réf 58v appartement s2 en cou,375000,19/12/2024,2,85,0.1764163210784652,0.6274503716873625,0.07984355045703166
Hammamet,Location,App. 3 pièc,S plus 2 a el hammam,700,19/12/2024,2,80,-0.15380596372022756,-0.1115789215329475,0.24073022357605
Berge Du Lac,Location,Duplex,Suite à lac 1 duplex s3 meubl,2300,19/12/2024,3,120,0.4785239287256364,-0.2769810722762225,0.7476584331601904
Cite Des Juges,Location,App. 2 pièc,Coquet studio s1 vide aux cit,570,19/12/2024,1,40,-0.7848791309761617,0.05675137908577254,-0.26678764116727205
El Aouina,Vente,App. 3 pièc,Apprt s2 jamais habité à,263610,19/12/2024,2,909,1.7666899860647922,-0.6744251991437874,-1.646288406463554
Berge Du Lac,Location,App. 2 pièc,Aux lac 2 une coquette appart,1750,19/12/2024,1,60,-0.742960072488119,0.03288843178785096,-0.31024187701816186
El Yasmina,Location,App. 3 pièc,Lo1726 appartement s3 à carth,850,19/12/2024,2,80,-0.15367772645594902,-0.11128013072933064,0.24067005468225597
Cite El Khalil,Location,App. 1 pièc,Petite studio s0 vide aux cit,650,19/12/2024,0,27,-1.3605439168498865,0.19011184964295114,-0.8324139671085142
Residence Zahre,Location,App. 3 pièc,Occasion d or,600,19/12/2024,2,103,-0.10684465775267078,-0.14192356559802227,0.1913422928692463
El Manar 1,Location,App. 1 pièc,Aux manar 1 studio open space,650,19/12/2024,0,35,-1.3441798133795992,0.17962647566173484,-0.8496063299963983
Jardins de Cart,Location,App. 3 pièc,S2 meublé aux jardins de,2800,19/12/2024,2,1,-0.31360616378941414,-0.0038527822178005917,0.4096624425807875
Hammamet,Location,App. 2 pièc,S plus 1 a el hammam,500,19/12/2024,1,50,-0.764483845694966,0.04350522590089763,-0.28825001596002314
Jardins de Cart,Location,App. 2 pièc,S1 aux jardins de cartha,1400,19/12/2024,1,73,-0.7166676246322188,0.015152520526601822,-0.33803907262545385
Bou Mhel,Location,App. 3 pièc,Local elegance à bou,900,19/12/2024,2,85,-0.14340741603225995,-0.11773389253305191,0.22990477157939712
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé à ennas,1100,19/12/2024,1,70,-0.7230606379621337,0.018486954162324227,-0.3314715987549093
Cite Bhar Lazre,Vente,App. 3 pièc,Apprt s2 encours de,340000,19/12/2024,2,98,0.17308596088601827,0.5406937847906219,0.06594536931616565
Cite Ennasr 2,Location,App. 3 pièc,Appart s2 meublé à ennas,1150,19/12/2024,2,90,-0.13296612258953286,-0.12378926659861737,0.2190592632848129
Gammart,Location,Maisons,Villa s6 avec piscine a,7500,19/12/2024,6,940,3.807714625751437,-1.6898609723861628,0.7639508588393138
Gammart,Location,Duplex,Duplex s2 meublé  a gamm,3000,19/12/2024,2,150,-0.008653753636276386,-0.19874448487979857,0.08937445860222319
El Menzah 9,Location,App. 3 pièc,Appart s2 haut standing,1550,19/12/2024,2,120,-0.07125876853787956,-0.16231264355186692,0.15442745207179723
Hammamet,Location,App. 2 pièc,S plus 1 meublé a el,550,19/12/2024,1,60,-0.7439859706023474,0.030498105358916217,-0.30976052586780944
Cite Du Stade,Location,App. 3 pièc,Apprt s2 la marsa stade,1450,19/12/2024,2,90,-0.13270964806097574,-0.12319168499138365,0.2189389254972248
Ain Zaghouan,Location,App. 2 pièc,S plus un bien ensoleill,800,19/12/2024,1,60,-0.7437722418285498,0.030996090031610957,-0.3098608073574662
Ain Zaghouan,Location,App. 2 pièc,S plus 1 richement meulé,1100,19/12/2024,1,60,-0.7435157672999927,0.03159367163884462,-0.3099811451450543
Jardins de Cart,Location,App. 2 pièc,S1 meublé aux jardins de,1500,19/12/2024,1,1,-0.8638590643552849,0.1097200802266265,-0.18334791923036092
Berge Du Lac,Location,Maisons,Villa s5 avec piscine au,8000,19/12/2024,5,550,2.4612505281804067,-1.0615406387140387,1.0083461610869802
Marsa Ennassim,Location,Maisons,Villa s4 à la marsa mvl1,5000,19/12/2024,4,400,1.6027173318848267,-0.7547533098961299,0.7383745175533222
Sidi Daoud,Location,Maisons,Villa s4 avec piscine à,4000,19/12/2024,4,1,0.7857027562090607,-0.2337872212737454,1.5962447425451618
Carthage,Location,Maisons,Villa s3 avec piscine à,8500,19/12/2024,3,1,0.2404083631952943,-0.10866111442280021,1.0009078501739768
Ain Zaghouan,Location,App. 2 pièc,Un appartement s2 vide à,1200,19/12/2024,1,1,-0.8641155388838421,0.10912249861939281,-0.1832275814427728
Borj Cedria,Location,App. 3 pièc,Appartement meublé borj,1500,19/12/2024,2,100,-0.11221177296835717,-0.1361988055333651,0.1974284155894385
Bizerte,Vente,App. 3 pièc,Villa villa,700000,19/12/2024,2,600,1.5077028879150824,0.5998344961497297,-1.1572807470042779
Bizerte,Location,App. 1 pièc,Local commercial,3000,19/12/2024,0,178,-1.0496624133745176,-0.0031185283291761045,-1.1578624626200977
Jardins de Cart,Location,App. 1 pièc,Un appartement s1 meublé,1500,19/12/2024,0,1,-1.4130005752974082,0.22588246296906628,-0.7768797447877244
Cite Ain Mariem,Vente,App. 2 pièc,Appartement ain mariem b,270000,19/12/2024,1,290,-0.04316112343253874,0.26577148362934205,-0.9121243484465221
Ain Zaghouan,Location,App. 3 pièc,Appartement s2 à ain zag,1200,19/12/2024,2,1,-0.3149740279417188,-0.007039884123046968,0.4103042441145907
Cite Ennasr 2,Location,App. 2 pièc,S1 courte durée,630,19/12/2024,1,73,-0.7173259092555154,0.013618727734701993,-0.33773020563731104
Riadh Landlous,Location,App. 2 pièc,S1 neuf richement meublé,1250,19/12/2024,1,73,-0.7167958618964974,0.014853729722984989,-0.33797890373165984
Cite Ennasr 2,Location,App. 2 pièc,Superbe s1 entièrement m,1300,19/12/2024,1,73,-0.7167531161417379,0.014953326657523915,-0.3379989600295912
Marsa Safsaf,Location vacance,App. 2 pièc,Comme chez vous pour des,350,19/12/2024,1,55,-0.754384518290315,0.03665307635902057,-0.2989350738711566
Mutuelle Ville,Location,App. 5 pièc,S4 neuf pour habitation,2400,19/12/2024,4,225,1.2425297892247984,-0.5305647946530484,1.115500383218214
Marsa Safsaf,Location,App. 2 pièc,Appartement vu sur mère a la,3600,19/12/2024,1,50,-0.7618336088998757,0.049680235842312445,-0.2894935064317669
Cite Ennasr 2,Location,App. 2 pièc,S1 haut standing,970,19/12/2024,1,73,-0.7170352381231507,0.014295986889566849,-0.33786658846324424
Cite Ennasr 2,Location,App. 2 pièc,Bel s1 haut standing,900,19/12/2024,1,73,-0.717095082179814,0.014156551181212314,-0.3378385096461404
El Menzah 9,Location,App. 3 pièc,S2 très haut standing,1400,19/12/2024,2,121,-0.06934149286837223,-0.16392210610313582,0.15233857560460579
Charguia 2,Location,App. 5 pièc,Immense demeure avec pis,8500,19/12/2024,4,225,1.24774477130546,-0.5184139686392967,1.1130535148705893
Cite Ennacim,Location,Maisons,Etage de villa s2 me,1000,19/12/2024,2,110,-0.09218410117809332,-0.15030149235527498,0.17613852495889704
El Aouina,Vente,App. 3 pièc,S plus 2 wahat tel 58258,250000,19/12/2024,2,80,0.05932436951073683,0.38501139407825097,0.14072952209033573
El Aouina,Location,App. 3 pièc,S plus 2 lac 2 tel 58258,2000,19/12/2024,2,120,-0.07087405674504386,-0.16141627114101637,0.15424694539041506
El Aouina,Vente,App. 4 pièc,S plus 3 el aouina tel 5,320000,19/12/2024,3,132,0.7746766096730543,0.3401297888124334,0.5944321717725626
Jardins de Cart,Location,App. 2 pièc,Un appartement s2 meublé,2800,19/12/2024,1,1,-0.8627476747315374,0.11230960052463919,-0.183869382976576
Ain Zaghouan,Location,App. 4 pièc,Bel appartement s3 aux ain za,1500,19/12/2024,3,140,0.5187502553252021,-0.3047880581818864,0.7049984267073821
El Aouina,Location,App. 2 pièc,Coquet appartement s1 vide au,850,19/12/2024,1,60,-0.7437294960737904,0.03109568696614991,-0.3098808636553976
Marsa Safsaf,Location,App. 3 pièc,Etage s2 indépendante vue sur,3500,19/12/2024,2,100,-0.11050194277797638,-0.13221492815180713,0.19662616367218447
Le Kram,Location,App. 2 pièc,Suite à cité office apparteme,850,19/12/2024,1,65,-0.7335019314048608,0.024542328227889713,-0.32062609046032503
El Aouina,Location,App. 3 pièc,Aux aouina bel appartement s2,1100,19/12/2024,2,90,-0.13300886834429237,-0.12388886353315633,0.21907931958274426
Ain Zaghouan,Location,App. 3 pièc,S plus deux bien orienté,1000,19/12/2024,2,90,-0.1330943598538114,-0.1240880574022342,0.21911943217860694
Ain Zaghouan,Location,App. 4 pièc,Aux ain zaghouan bel appartem,1500,19/12/2024,3,140,0.5187502553252021,-0.3047880581818864,0.7049984267073821
Jardins de Cart,Location,App. 1 pièc,Un appartement s1 vide z,1800,19/12/2024,0,1,-1.412744100768851,0.22648004457629997,-0.7770000825753124
El Menzah 9,Location,App. 2 pièc,Un appartement s 1 el ma,900,19/12/2024,1,75,-0.7130040563122422,0.01153520768590824,-0.34213660036811133
El Aouina,Vente,App. 2 pièc,Réf 79v une coquette appartem,230000,19/12/2024,1,70,-0.5273705726730532,0.47444172048163163,-0.4232893306846325
Hammamet,Location,App. 3 pièc,Appartement belle de nui,1250,19/12/2024,2,121,-0.06946973013265077,-0.16422089690675265,0.15239874449839982
Jardins de Cart,Vente,App. 2 pièc,S1 avec jardin aux j,410000,19/12/2024,1,70,-0.3734858555387829,0.8329906848218471,-0.4954920032374948
Cite Ennour Jaa,Vente,App. 4 pièc,Appartement s3 à nour ja,150000,19/12/2024,3,99,0.5618391166757531,0.044752379052524945,0.7335420816516761
Ain Zaghouan,Location,App. 1 pièc,Un appartement s1 meublé,1200,19/12/2024,0,1,-1.4132570498259653,0.22528488136183258,-0.7767594070001362
Hammamet,Location,App. 4 pièc,S plus 3 a la cité a,1000,19/12/2024,3,110,0.4569574097640299,-0.26646387509771474,0.7696703505162605
El Mourouj,Vente,App. 3 pièc,Apprt mourouj 3,130000,19/12/2024,2,85,-0.03303787724318052,0.13942539244651375,0.1781194103206498
Jardins de Cart,Location,App. 3 pièc,Un rez de chaussée de vi,2400,19/12/2024,2,1,-0.3139481298274903,-0.004649557694112193,0.4098228929642383
Chatt Meriem,Location,App. 1 pièc,annuelle un appartemen,1300,19/12/2024,0,1,-1.4131715583164461,0.2254840752309105,-0.7767995195959989
Sousse,Location,App. 2 pièc,S2 kantaoui,600,19/12/2024,1,73,-0.7173515567083711,0.013558969573978648,-0.33771817185855224
Jardins d'el Me,Location,App. 4 pièc,Usage bureautique ou hab,1500,19/12/2024,3,200,0.6414810313523563,-0.38342836304100875,0.5760557050482524
La Soukra,Location,App. 3 pièc,Un appartement s3à la so,3000,19/12/2024,2,1,-0.3134351807703761,-0.003454394479644805,0.4095822173890621
Cite Ennasr 2,Location,App. 3 pièc,S2 meublé à  ennasr 2,1200,19/12/2024,2,121,-0.06951247588741032,-0.16432049384129163,0.1524188007963312
La Soukra,Vente,App. 3 pièc,Apprt s2 à   laouina,460000,19/12/2024,2,125,0.3309046215210845,0.7443382904974939,-0.040213970465684264
El Menzah 9,Location,App. 2 pièc,Appart s1 haut standing,950,19/12/2024,1,70,-0.7231888752264123,0.018188163358707394,-0.3314114298611152
Cite Ennasr 2,Location,App. 2 pièc,Appartement s 1 ht stand,880,19/12/2024,1,70,-0.7232487192830755,0.01804872765035286,-0.33138335104401134
Hammamet,Location,App. 4 pièc,S plus 3 semi meublé,800,19/12/2024,3,70,0.3749659093935557,-0.214435392929789,0.8557123901474057
Ain Zaghouan,Vente,App. 3 pièc,S plus deux haut standin,245000,19/12/2024,2,80,0.05504979403478488,0.37505170062435605,0.1427351518834708
Hammam Sousse,Vente,App. 3 pièc,Appartement rdc à hammem,200000,19/12/2024,2,160,0.1802196494540896,0.1805607197271391,-0.011137808857153295
Jardins de Cart,Location,App. 2 pièc,Un appartement s2 vide m,1900,19/12/2024,1,1,-0.8635170983172088,0.11051685570293808,-0.18350836961381173
Hammam Sousse,Location,App. 1 pièc,annuelle un appartemen,800,19/12/2024,0,1,-1.4135990158640415,0.224488105885521,-0.7765989566166854
El Mourouj,Location,App. 3 pièc,App usage bureautique,850,19/12/2024,2,90,-0.13322259711808995,-0.12438684820585104,0.219179601072401
Ain Zaghouan,Location,App. 1 pièc,Un appartement s1 à ain,1000,19/12/2024,0,1,-1.4134280328450033,0.2248864936236768,-0.7766791818084108
Riadh Landlous,Location,App. 3 pièc,S 2 a cote de mahmou,720,19/12/2024,2,110,-0.09242347740474664,-0.1508592351886931,0.1762508402273126
Gammart,Location,App. 4 pièc,Appartement s3 jamais ha,3200,19/12/2024,3,160,0.5611138696627439,-0.32761519736060296,0.6613356053580063
Hammamet,Location,App. 4 pièc,Appartement jacinthe 3 r,1200,19/12/2024,3,160,0.5594040394723631,-0.3315990747421609,0.6621378572752603
Sidi Bousaid,Location,App. 3 pièc,Etage villa meublé de a,3000,19/12/2024,2,150,-0.008653753636276386,-0.19874448487979857,0.08937445860222319
Jardins d'el Me,Location,App. 4 pièc,Usage bureautique ou hab,1500,19/12/2024,3,160,0.5596605140009202,-0.3310014931349272,0.6620175194876722
El Menzah 9,Location,App. 3 pièc,Un appartement s 2 haut,1350,19/12/2024,2,110,-0.09188488089477669,-0.14960431381350234,0.1759981308733776
Casino La Goule,Location,App. 2 pièc,Appartement s1 meublé aux la,700,19/12/2024,1,50,-0.7643128626759279,0.043903613639053415,-0.28833024115174855
El Aouina,Location,App. 3 pièc,Appartement s2 vide aux aouin,1300,19/12/2024,2,90,-0.13283788532525428,-0.12349047579500051,0.21899909439101883
Marsa Safsaf,Location,App. 3 pièc,Etage indépendante meublé aux,3500,19/12/2024,2,100,-0.11050194277797638,-0.13221492815180713,0.19662616367218447
Erriadh,Location,App. 4 pièc,Cote la gare de le kram appar,1200,19/12/2024,3,120,0.47758352212092703,-0.27917220483607935,0.7480996717146802
Sidi Bousaid,Location,App. 4 pièc,Bel etage de villa s3 aux sid,2000,19/12/2024,3,130,0.49872258353493837,-0.2906853713599765,0.7262883173379237
Mosque Erraoudh,Location,App. 4 pièc,Suite à la soukra appartement,850,19/12/2024,3,120,0.4772843018376104,-0.27986938337785194,0.7482400658001996
Hammamet,Location,Maisons,Etage de villa s3 me,1200,19/12/2024,3,150,0.5389489101345041,-0.3184923572656405,0.6836283108851153
Hammamet,Location,App. 4 pièc,Appartement epiaire ref,1200,19/12/2024,3,160,0.5594040394723631,-0.3315990747421609,0.6621378572752603
El Manar 2,Location,App. 2 pièc,Rez jardin s2 900dt meub,900,19/12/2024,1,80,-0.7027764916433127,0.004981848947648056,-0.35288182717303884
Ariana,Location,App. 3 pièc,S3 haut standing  borj l,1000,19/12/2024,2,100,-0.11263923051595236,-0.1371947748787546,0.197628978568752
Ariana,Location,App. 1 pièc,Appart s0 haut standing,730,19/12/2024,0,40,-1.3338838555030545,0.17323247201873698,-0.8603836468780158
Sousse Corniche,Vente,App. 4 pièc,Appartement pieds dans l,300000,19/12/2024,3,160,0.8148526699152518,0.2635922060625968,0.542281420837509
Ain Zaghouan,Location,App. 2 pièc,S plus 1 ain zaghaoun su,850,19/12/2024,1,64,-0.7355474443386467,0.02585299997554175,-0.31847704509933955
Jardins de Cart,Location,App. 1 pièc,Un appartement s1 meublé,1750,19/12/2024,0,1,-1.4127868465236104,0.22638044764176102,-0.776980026277381
La Soukra,Vente,App. 3 pièc,Des s2 neufs à la nouvel,330000,19/12/2024,2,96,0.16044578406654258,0.5233957413781364,0.07425471962440677
Hammam Sousse,Location,App. 1 pièc,annuelle un appartemen,800,19/12/2024,0,178,-1.0515432265839364,-0.00750079344888984,-1.1569799855111182
El Mourouj,Location,App. 3 pièc,App usage bureautique,850,19/12/2024,2,121,-0.06981169617072693,-0.16501767238306425,0.15255919488185063
Gammart,Location,App. 4 pièc,Appartement s3 jamais ha,3200,19/12/2024,3,170,0.5815689990006029,-0.34072191483712333,0.6398451517481514
El Menzah 9,Location,App. 4 pièc,Appart s3 haut standing,2200,19/12/2024,3,160,0.5602589545675535,-0.3296071360513819,0.6617367313166334
Bizerte,Location,App. 2 pièc,Un appartement meuble ha,900,19/12/2024,1,73,-0.717095082179814,0.014156551181212314,-0.3378385096461404
Bizerte,Location,App. 2 pièc,Appartement meublée,750,19/12/2024,1,73,-0.7172233194440926,0.013857760377595481,-0.3377783407523463
Cite Ennasr 2,Location,Maisons,Villa s7 avec jardin et,4500,19/12/2024,7,700,3.863368287299372,-1.4974379517644503,1.874456948909077
Cite Ennasr 2,Location,App. 2 pièc,Appart s1 meublé haut st,1200,19/12/2024,1,70,-0.7229751464526146,0.018686148031402134,-0.33151171135077195
El Aouina,Vente,App. 4 pièc,S plus 4 cite el wahat p,365000,19/12/2024,3,186,0.9236054873810607,0.3589907555242772,0.46033305414113024
El Aouina,Location,App. 3 pièc,Apprt  s 2 à ariana,1300,19/12/2024,2,150,-0.01010710929810004,-0.20213078065412282,0.09005637273188911
Bou Mhel,Location,App. 1 pièc,Bureau s0 a boumhel,480,19/12/2024,0,70,-1.272732196263275,0.13341433491648108,-0.924754726217924
El Mourouj,Vente,App. 3 pièc,Appartement mourouj 6 s2,230000,19/12/2024,2,109,0.10154594268672025,0.30716313958076236,0.08642972579429661
